names,scores,logfoldchanges,pvals,pvals_adj
CRLF3,6.236287,0.11436268,4.480781018107984e-10,7.008592565973089e-09
PPP1CA,6.233095,0.23573877,4.573079764080817e-10,7.149905700346945e-09
UBE2E3,6.232486,0.11692831,4.590911133149733e-10,7.171657634844788e-09
MAVS,6.2207017,0.2563637,4.949356790862797e-10,7.728302384913362e-09
SLC49A4,6.2190866,0.11233718,5.000568936065231e-10,7.804939173941303e-09
ZRSR2,6.209409,0.2163107,5.318417842148143e-10,8.293967253534903e-09
NRROS,6.205356,0.48950845,5.457317253239514e-10,8.506953525801508e-09
C4orf33,6.2028375,0.6085727,5.545408454924273e-10,8.640591522293884e-09
TIGAR,6.2018914,0.20935932,5.578859487625892e-10,8.689014302408309e-09
MBP,6.1977034,0.10315024,5.729297229273402e-10,8.915731627918187e-09
HEATR5B,6.1943436,0.11372163,5.852842256279991e-10,9.104117272507606e-09
ABL1,6.1879344,0.19764143,6.095772803677222e-10,9.477968580602804e-09
LILRB4,6.185107,0.8588114,6.206025436990551e-10,9.641202759732223e-09
CRCP,6.1843343,0.14134377,6.236512052560089e-10,9.684453866599569e-09
MFSD12,6.1840444,0.39384946,6.24797279836551e-10,9.698136233798816e-09
KANSL1L,6.175267,0.14600065,6.605174581242328e-10,1.0248240561596033e-08
VPS35,6.17397,0.15946503,6.659616234084141e-10,1.032833109253024e-08
CMTM4,6.169468,0.5256102,6.852011974996224e-10,1.0613224303717172e-08
MICU2,6.1692066,0.105996184,6.863359502930519e-10,1.0626303771859558e-08
TAGLN,6.167208,0.7531171,6.950619224743334e-10,1.075685472493999e-08
AKR1A1,6.1657057,0.4539279,7.016951635257398e-10,1.0854921673797805e-08
IRF2BP2,6.165579,0.15670608,7.022567309528932e-10,1.0859019268950926e-08
SMG5,6.154218,0.282537,7.544883721499242e-10,1.1651910932092565e-08
KDM6B,6.149816,0.20674966,7.757293019269274e-10,1.197489168276148e-08
MERTK,6.149347,0.7303355,7.780265235968933e-10,1.2005290383714121e-08
PDIA6,6.148716,0.22099714,7.811274479855977e-10,1.2048059723439048e-08
PIK3R6,6.1479974,0.5283249,7.846735585388688e-10,1.2097656662207724e-08
ANAPC5,6.147914,0.12428349,7.850872630238006e-10,1.2098938490077527e-08
YWHAG,6.144456,0.16394877,8.023798599350635e-10,1.2360229483789252e-08
CYTOR,6.1417294,0.19212018,8.162776396110008e-10,1.2569027298023659e-08
CLEC4A,6.136869,0.49912414,8.416383268797201e-10,1.2948635730191102e-08
ZFX,6.1359644,0.12858076,8.464419362975204e-10,1.3017067777489726e-08
GSR,6.1319194,0.2838666,8.682522065660891e-10,1.3330075089146573e-08
FLOT2,6.129964,0.21343106,8.789907649073205e-10,1.348928343244144e-08
AC011476.3,6.128925,0.30365035,8.847477036714495e-10,1.3571940780418577e-08
CDC40,6.1286836,0.111966774,8.860920571756166e-10,1.3586868615284768e-08
LPCAT1,6.1251135,0.15488258,9.061889304389386e-10,1.3883390976557384e-08
FBXO9,6.1237035,0.16867183,9.14249222241039e-10,1.4001019156169152e-08
SNAP29,6.1180263,0.3722323,9.474134780391764e-10,1.4496772871953134e-08
CRISPLD2,6.116779,0.54778415,9.548560997672131e-10,1.460210547553162e-08
AL355075.4,6.1131716,0.52207714,9.7670369347035e-10,1.4926234607393856e-08
AKAP8L,6.1099925,0.1721022,9.963584010042163e-10,1.5220247844388698e-08
TBC1D9B,6.1057568,0.28508234,1.0231478163633202e-09,1.5622959210143465e-08
UBE2K,6.104453,0.102850124,1.031534012669508e-09,1.5744443868939394e-08
SLTM,6.1020594,0.10880322,1.0471048192769552e-09,1.5975441221490553e-08
SGMS1,6.0891633,0.10421443,1.135021502990803e-09,1.730234153726213e-08
GALNT6,6.088963,0.4813456,1.136442700053515e-09,1.731679403191453e-08
FOSB,6.0873666,0.48034617,1.1478288036201437e-09,1.7483013750021175e-08
ELL,6.086682,0.21148814,1.1527462352675527e-09,1.7550609383123e-08
RAB39A,6.0830193,0.76517946,1.1794003176854569e-09,1.794149253017681e-08
CLEC4E,6.082174,0.50156164,1.1856385386327025e-09,1.8028897445989008e-08
CMTR1,6.081977,0.23219095,1.187096270227678e-09,1.8043567519353507e-08
TLR5,6.081747,0.7446542,1.188798463992154e-09,1.8061939634942644e-08
CTSH,6.07956,0.24204116,1.2051282515912052e-09,1.8302447774477056e-08
SLC38A10,6.070067,0.2915463,1.2785700537705846e-09,1.940976463627423e-08
STAT5A,6.0647664,0.26041073,1.3214553962308695e-09,2.0044172796289287e-08
KIAA0319L,6.061998,0.12068002,1.344411375994503e-09,2.037548686243263e-08
ADAMTSL4,6.061358,0.70252174,1.3497684987731862e-09,2.0448210605793622e-08
MTHFD2,6.051529,0.32902977,1.434776881859519e-09,2.172704536737288e-08
MLEC,6.0447884,0.29799417,1.4960612115810487e-09,2.2636352379114495e-08
COMT,6.034992,0.35781875,1.5897042595570605e-09,2.404329157192065e-08
RNF138,6.03305,0.10645229,1.6089359791879277e-09,2.4324108126500345e-08
TRIM5,6.0286465,0.21940748,1.6533859328072532e-09,2.498578799615123e-08
PRCP,6.027442,0.26244178,1.665752459561724e-09,2.5162280549904523e-08
RAB32,6.0185566,0.6184997,1.7597941023022143e-09,2.656091708798488e-08
PRKAR1A,6.0144086,0.19008066,1.8054483900256028e-09,2.723875371942584e-08
GRIPAP1,6.013314,0.2253224,1.817688291701681e-09,2.7412117496733917e-08
ZC3H3,6.0099597,0.26903588,1.8556918943284622e-09,2.7973714589915998e-08
EPS15L1,6.0072436,0.16655351,1.8870389826801054e-09,2.8422845187273475e-08
NANS,6.004457,0.3527834,1.9197320559904682e-09,2.890337843739495e-08
GMDS,6.0041656,0.103863925,1.923184475158754e-09,2.8943451881285178e-08
KMT2D,6.0014477,0.16228323,1.9556575855149726e-09,2.938383550387254e-08
RBBP8,5.9814243,0.37930664,2.211950936767241e-09,3.3166577729052755e-08
RSU1,5.979332,0.1270993,2.2405430026720386e-09,3.358153744504475e-08
TPMT,5.978426,0.3977954,2.253040832318711e-09,3.375503377146833e-08
TP53BP2,5.9776216,0.118098035,2.264191814562033e-09,3.3908217923398104e-08
SLF2,5.971293,0.1545,2.3538075796416953e-09,3.523587371061991e-08
CD55,5.96705,0.103522606,2.4158156166777738e-09,3.6119798768800326e-08
PNKD,5.9625754,0.35297465,2.4829284253898864e-09,3.7077790003139636e-08
TMTC4,5.962289,0.2951065,2.4872891456428246e-09,3.71277610194425e-08
NMI,5.9597483,0.29662788,2.526270194284021e-09,3.7694258206681395e-08
RAD23B,5.955749,0.10669371,2.5888338536201928e-09,3.861202439949172e-08
WWC2,5.9542427,0.31201476,2.61278979735861e-09,3.895344984648574e-08
COA1,5.9447927,0.11309354,2.7680667497437946e-09,4.1201305859037264e-08
TENT4B,5.940519,0.11742664,2.841210733478924e-09,4.225564975865994e-08
PDE4B,5.936532,0.14661813,2.9111372593854095e-09,4.327804014247172e-08
NOTCH2NLC,5.9305363,0.21792983,3.0194646409055455e-09,4.487024982614043e-08
DOP1B,5.9269733,0.11966918,3.0856876692824805e-09,4.58171417376909e-08
TMEM106A,5.9245324,0.5892015,3.1318718453257596e-09,4.648403950152803e-08
SH3GL1,5.9239516,0.26804692,3.142963611590888e-09,4.662975725489992e-08
PIEZO1,5.9236426,0.23905277,3.148873585023081e-09,4.669850975908824e-08
OAF,5.9098735,0.5433513,3.4237062667430856e-09,5.0733227963183675e-08
PPP4R1,5.9082565,0.13158636,3.4574725541132996e-09,5.1212850244071586e-08
DNAJB12,5.9015703,0.24572237,3.6005761793550633e-09,5.331095822838781e-08
LINC01001,5.901298,0.60653025,3.606532158129967e-09,5.3377550958234905e-08
GOLPH3,5.8971305,0.10343028,3.698777396831682e-09,5.467647475825379e-08
TRIM24,5.896598,0.15024513,3.7107261232117642e-09,5.4830959562242147e-08
MPZL1,5.8959517,0.50085783,3.7252730042732883e-09,5.5023695411382815e-08
GBE1,5.894955,0.12138806,3.747828662169125e-09,5.5334520719666063e-08
SNAP23,5.891748,0.19480619,3.821321183314908e-09,5.63968454155278e-08
PPP2R5E,5.8906393,0.09816107,3.847040680934092e-09,5.675354129902003e-08
CYBC1,5.879554,0.3420281,4.113736698951718e-09,6.061468474973101e-08
ZNF143,5.8754888,0.18394774,4.215980878425637e-09,6.209622379527434e-08
AL160272.1,5.8739276,0.9300665,4.2558913778187585e-09,6.26336470926998e-08
SUGP2,5.8685327,0.14409088,4.3966884462719205e-09,6.467974028215376e-08
LILRA1,5.8661933,0.8171581,4.459136983045283e-09,6.557206617775831e-08
RNF31,5.8660665,0.38994366,4.4625557642844975e-09,6.559598535284212e-08
ELP4,5.8642015,0.105185,4.512991912080836e-09,6.628411596070251e-08
AVL9,5.8628554,0.101335384,4.549740669980985e-09,6.679705505895468e-08
SAMD8,5.862412,0.10629166,4.561917918092127e-09,6.694898064157576e-08
MAP3K11,5.8616853,0.39559352,4.581927010220875e-09,6.721567555154079e-08
STARD3NL,5.860654,0.32228467,4.610477273314462e-09,6.760740331754112e-08
SNX24,5.8601522,0.28550738,4.624424697596119e-09,6.77847690655649e-08
CDC42,5.859216,0.09743117,4.650572298739638e-09,6.814075128349459e-08
DENND1B,5.855273,0.10052575,4.762282116415548e-09,6.972171509717018e-08
POC1B,5.8479643,0.1978457,4.976255771550267e-09,7.273799420707321e-08
AFTPH,5.846317,0.099126115,5.025757617375826e-09,7.340293477796192e-08
C19orf38,5.845504,0.66470027,5.050372142499102e-09,7.373301587060616e-08
PRICKLE1,5.8452225,1.0312647,5.058921179848313e-09,7.382837882919781e-08
PIWIL4,5.844103,0.49503633,5.09306156411086e-09,7.429698936150721e-08
ARL5A,5.8396926,0.14411217,5.2297284424753016e-09,7.626027518846155e-08
SELENOS,5.8377533,0.28285986,5.290935676003754e-09,7.712207752983409e-08
RASGRP4,5.8325257,0.78819865,5.459458182647241e-09,7.954682680854764e-08
SNX14,5.830605,0.09717789,5.522671816844157e-09,8.043585800569559e-08
SCAMP2,5.8285913,0.22668207,5.589726540759772e-09,8.138010386569149e-08
PBX3,5.8253307,0.09966615,5.699956197941432e-09,8.295192715739736e-08
SREBF2,5.8217654,0.10522977,5.82293140864055e-09,8.467426002687834e-08
GAB1,5.818292,0.07887496,5.9451885193887556e-09,8.641773034080533e-08
AATF,5.8155813,0.106464505,6.0423494943555835e-09,8.77951702433143e-08
VGLL4,5.815274,0.1522613,6.053472823132344e-09,8.792188841248686e-08
TOR1B,5.815163,0.62697166,6.0574727775150044e-09,8.794508573178369e-08
CARS2,5.811679,0.124632604,6.18494253652299e-09,8.976014344935684e-08
ZMYM6,5.811572,0.12244695,6.18888004899466e-09,8.978168794025111e-08
SEC16A,5.811272,0.14851214,6.1999853382598235e-09,8.99071566424912e-08
CCDC12,5.809306,0.10946796,6.273231964079011e-09,9.093329232366569e-08
TPCN2,5.808953,0.3270457,6.28648015709728e-09,9.108925583132127e-08
GPATCH2,5.8050165,0.13495182,6.435958406513455e-09,9.321824837229875e-08
BEST1,5.8043227,0.56007046,6.462662029084271e-09,9.35679956196651e-08
GALNT1,5.8012886,0.101698264,6.580717416076954e-09,9.52395564040461e-08
PIP5K1B,5.800106,0.2877745,6.6272996301455675e-09,9.583792720780637e-08
YBX1,5.7966805,0.11260144,6.764034267247734e-09,9.773802535157297e-08
GLCE,5.794996,0.47371948,6.83228269159991e-09,9.86852323580301e-08
BCR,5.794373,0.14882305,6.857684792944526e-09,9.901306552527124e-08
BTN3A2,5.7930546,0.22728097,6.911770966426443e-09,9.975462505606238e-08
ANKRD50,5.7928624,0.53083813,6.919681741940275e-09,9.982943296679386e-08
NECTIN2,5.7905564,0.6068163,7.01537170796162e-09,1.0117006299570655e-07
HMOX1,5.7881484,0.52767503,7.11665032715832e-09,1.0259020032466391e-07
VNN2,5.7774014,0.2691249,7.586308342162234e-09,1.0918854566711755e-07
ARL6IP5,5.7770004,0.1032149,7.604416875180918e-09,1.0940615646560409e-07
INSL6,5.77276,0.385053,7.798342766877829e-09,1.1215211929685477e-07
BAG1,5.7694287,0.31584287,7.95407273161367e-09,1.1430193013340868e-07
DYNC1H1,5.765673,0.09791879,8.133249159658467e-09,1.167850343243074e-07
USO1,5.7631087,0.14025165,8.257858453478388e-09,1.185277950022598e-07
GUSB,5.762079,0.17578173,8.308425145928201e-09,1.1920684781110078e-07
BCAP31,5.76119,0.24212848,8.352295134973922e-09,1.1978932375986698e-07
YY1,5.7587395,0.10266421,8.474446331102916e-09,1.2149361933595684e-07
RPS6KA4,5.756393,0.60234773,8.593018392738597e-09,1.231452882508322e-07
GLYR1,5.7484236,0.110303156,9.00792382192719e-09,1.2904071225297733e-07
KLF11,5.7474747,0.30666336,9.058622206276455e-09,1.297162094569345e-07
BLZF1,5.7418065,0.24452928,9.367180955618255e-09,1.3402978504948544e-07
MMP24OS,5.738613,0.19684637,9.545504610438514e-09,1.3652794616907387e-07
WIPF2,5.7384496,0.13704179,9.554710180095448e-09,1.366062294147162e-07
CBWD2,5.736314,0.22845075,9.675926938109918e-09,1.3828527991478373e-07
CLPB,5.735624,0.3782484,9.71539460644576e-09,1.3879514363408326e-07
GRAMD4,5.7347617,0.38476548,9.764943841493823e-09,1.3944857961081367e-07
FAM135A,5.7333827,0.12658533,9.84470978181569e-09,1.4053284817637914e-07
WDR49,5.7301183,0.47910443,1.0036058267996996e-08,1.4320848680973024e-07
DOT1L,5.729453,0.24992049,1.0075492045243342e-08,1.4367567151325884e-07
HAL,5.7294335,0.6933264,1.0076649511612673e-08,1.4367567151325884e-07
AL390728.6,5.726894,0.24631627,1.0228613459122568e-08,1.457288755225166e-07
ATG4C,5.726557,0.29566786,1.0248952981639976e-08,1.4596053981931275e-07
EVI2A,5.726492,0.22748704,1.0252849590870552e-08,1.4596053981931275e-07
KLHL15,5.725437,0.29575732,1.0316759731026061e-08,1.467562078955635e-07
WDR25,5.7140083,0.37180132,1.103455409461247e-08,1.5678405062768284e-07
CHN2,5.712669,0.91295284,1.1121795369771867e-08,1.5790102107409625e-07
SLC25A25,5.70848,0.25495574,1.1398956581483055e-08,1.6177324925896132e-07
RPS9,5.7018256,0.10012178,1.1853114565382735e-08,1.679581286130753e-07
C1orf162,5.6998596,0.34425476,1.1990619944468418e-08,1.698408206607928e-07
CTBS,5.6971517,0.13129708,1.2182552766264074e-08,1.7242599141455199e-07
TESK2,5.6879516,0.32580015,1.2857218443865043e-08,1.8169424507059554e-07
EIF4E2,5.687951,0.14866155,1.2857246925844715e-08,1.8169424507059554e-07
TUBA1B,5.6870737,0.2459404,1.2923476120408581e-08,1.8255968717988208e-07
SEMA4A,5.685779,0.6975548,1.3021762005365313e-08,1.838771262185092e-07
MSH3,5.6838074,0.09773855,1.3172871959090855e-08,1.8593917723666962e-07
RPRD1A,5.677378,0.107397154,1.3677478676360159e-08,1.9298743139300625e-07
RNF111,5.6746883,0.099347025,1.3894145742627944e-08,1.9596902825661863e-07
PSMA6,5.6740584,0.13410902,1.394535583931787e-08,1.9656329958486223e-07
SLC45A4,5.674038,0.25220492,1.3947020273268142e-08,1.9656329958486223e-07
IQSEC2,5.6701393,0.78880304,1.426816017002408e-08,2.0101190545921915e-07
EIF5,5.6696677,0.10005574,1.4307479025552146e-08,2.0148828003625782e-07
MNT,5.663243,0.31573957,1.4853873420793934e-08,2.0909940716416725e-07
AP2A2,5.6602182,0.14830533,1.511804167473137e-08,2.125760443091982e-07
UCP2,5.657453,0.21374388,1.536357580314683e-08,2.1594555989668862e-07
CLEC4D,5.6526694,0.6778994,1.5797479577621472e-08,2.2195913628427005e-07
ARHGAP22,5.6504664,0.6222529,1.600129339767415e-08,2.2473650792335823e-07
SAMD4B,5.6481514,0.14956218,1.62182209736802e-08,2.2769585955414997e-07
NHLRC3,5.644758,0.20049042,1.654133550568808e-08,2.3205420499949765e-07
IDH1,5.6428328,0.57465845,1.672750142708351e-08,2.3448612781795614e-07
ATP6AP1,5.6409135,0.37832743,1.6915050876554258e-08,2.370244169727268e-07
PRR5L,5.637921,0.354888,1.7211549130640526e-08,2.410868387794006e-07
TEC,5.6332726,0.28343716,1.7682133862495595e-08,2.4758369606013824e-07
MPP1,5.6295457,0.3539676,1.8068514533615006e-08,2.5289701737852497e-07
AATBC,5.620244,0.9244346,1.9068811628386277e-08,2.666937617159213e-07
AL138720.1,5.6198883,0.31903943,1.910809058491959e-08,2.671410326579992e-07
IFIT1,5.617722,2.425669,1.934912567533625e-08,2.704075406044223e-07
IMPA2,5.6156397,0.7052408,1.9583615845517094e-08,2.735801234968592e-07
CNN2,5.6077676,0.2515461,2.049531190489101e-08,2.8598891003847345e-07
PPP1R18,5.6015716,0.3850555,2.1241703804233237e-08,2.962910064553128e-07
GBP3,5.6012645,0.3275338,2.1279350230185254e-08,2.9670304677143254e-07
RAB5C,5.598989,0.16532807,2.1560570327520452e-08,3.0050968566548976e-07
CLIP2,5.5975657,0.3732615,2.1738253337787135e-08,3.0287088329514533e-07
MROH1,5.5877376,0.23636344,2.3004701096735266e-08,3.2027199119117816e-07
TUBB4B,5.581194,0.4443031,2.388729519986452e-08,3.321804299431008e-07
SRC,5.5806375,0.53345823,2.3963872470197152e-08,3.3311876045639417e-07
STX18,5.566341,0.11345667,2.6014428315407635e-08,3.6134880105208155e-07
MIR22HG,5.563541,0.4584656,2.6435472955022468e-08,3.670242362658852e-07
UQCRC1,5.563491,0.28105834,2.6443072895088637e-08,3.670242362658852e-07
OAZ2,5.5623627,0.3379322,2.6614618737439855e-08,3.6926522380933893e-07
TLR6,5.56127,0.6440658,2.6781842424660448e-08,3.714445678609311e-07
GNA15,5.5564876,0.48368388,2.752572035921973e-08,3.816170041165914e-07
ALDH3B1,5.5563793,0.6794471,2.7542783616807543e-08,3.817089826424737e-07
GLTP,5.5528736,0.24982095,2.8101135376523024e-08,3.892996426631791e-07
ZNF217,5.549205,0.12696172,2.8697187636630445e-08,3.974066457390507e-07
MAML1,5.544051,0.15384497,2.9555269456540447e-08,4.089801199919989e-07
EPG5,5.539915,0.1031548,3.026186498116496e-08,4.185995919031061e-07
TFRC,5.5381584,0.118367285,3.056687765885152e-08,4.2265896833835453e-07
GLRX,5.53229,0.33657584,3.160767784533258e-08,4.368854293115626e-07
CNDP2,5.5285506,0.19692416,3.228875563931423e-08,4.4613089662308046e-07
MINDY3,5.526231,0.10366766,3.2718351658761304e-08,4.5189599587257453e-07
CSNK1G2,5.5250382,0.13631599,3.2941399927954546e-08,4.5480504668542606e-07
CXorf38,5.52324,0.2423641,3.328042537903816e-08,4.5913940795257287e-07
DUSP18,5.520588,0.4805108,3.378674876041368e-08,4.6577355607529234e-07
AMPD2,5.5187893,0.50342226,3.4134282271447435e-08,4.7038737402757814e-07
PIBF1,5.518202,0.093167074,3.424863433693176e-08,4.716080757584798e-07
SLC15A2,5.5157146,0.6235006,3.473659398263502e-08,4.781474525605207e-07
CDADC1,5.513261,0.25447348,3.5224512307292604e-08,4.84317195702185e-07
ITGAV,5.5018554,0.18125463,3.7581518316987076e-08,5.165306616297575e-07
GAPVD1,5.4970703,0.09259556,3.8615271345261504e-08,5.301416153443047e-07
DRAP1,5.4963756,0.29054564,3.876759430778023e-08,5.320332655639536e-07
EIF2B3,5.4959207,0.20552254,3.886774380097338e-08,5.332077551946877e-07
UBE2G2,5.493624,0.120888464,3.9376740086549687e-08,5.399880344352961e-07
CS,5.490315,0.17310724,4.0121717672278416e-08,5.499981230423454e-07
PEAK1,5.4865255,0.11777462,4.099158421445722e-08,5.617120830525454e-07
WASL,5.4808016,0.10220301,4.2340295764306845e-08,5.797595081441807e-07
AMPD3,5.479917,0.3068672,4.25525522714468e-08,5.824480051186329e-07
RELCH,5.478289,0.09422719,4.294585622934398e-08,5.873921090621147e-07
KHDRBS1,5.476685,0.0962867,4.333670863070119e-08,5.925165754920785e-07
SUN2,5.4759912,0.101139754,4.3506964168988455e-08,5.946222537524819e-07
HIPK1,5.470669,0.09249894,4.48340235834904e-08,6.125308313472685e-07
ACTN1,5.465322,0.14285724,4.6206696193645536e-08,6.31048987829709e-07
SLC25A43,5.458696,0.50009805,4.796442589613472e-08,6.545659777123142e-07
NAB1,5.4584975,0.289976,4.8018061801883924e-08,6.550537010848877e-07
SOGA1,5.4566884,0.5707483,4.850965965315734e-08,6.61513432550377e-07
ITGA5,5.456582,0.24902539,4.8538704270657375e-08,6.616629851062684e-07
IFI35,5.455827,0.6941935,4.8745344026778035e-08,6.642324410737538e-07
ARHGEF3,5.45296,0.09354514,4.95382111997195e-08,6.74785287726436e-07
CD244,5.451992,0.445423,4.980867736963861e-08,6.779648197865909e-07
SSR1,5.4495935,0.1284317,5.048505090299797e-08,6.869157427883378e-07
TUBB6,5.448503,0.28398433,5.079546767241011e-08,6.908825389364112e-07
LRSAM1,5.4467616,0.32979736,5.129512440766434e-08,6.971603596156415e-07
MARCO,5.4435263,0.92209077,5.2236003731342676e-08,7.088950584244988e-07
MPP7,5.4420867,0.097709194,5.265996890136604e-08,7.143838108817266e-07
TRIP4,5.438019,0.1574983,5.387624823125254e-08,7.303656911595577e-07
C2CD5,5.4322834,0.091709375,5.563747920506651e-08,7.533804574120013e-07
CDKN1A,5.4321504,0.6388711,5.56789176119528e-08,7.536627453827974e-07
SLC12A7,5.4319234,0.3849027,5.574982176588049e-08,7.543435217940821e-07
PSME1,5.431353,0.20337792,5.592829546619427e-08,7.56478766577301e-07
PYCARD,5.428178,0.43455955,5.693233016819846e-08,7.694904787615331e-07
GRK6,5.426392,0.22201616,5.7504508782279396e-08,7.7693707122193e-07
ARRDC4,5.425223,0.36452705,5.788228744544989e-08,7.817526209560559e-07
PRR13,5.4200535,0.22002602,5.9581260313173815e-08,8.038089600893751e-07
TCF12,5.4192123,0.11189493,5.986224963784564e-08,8.07302210388647e-07
CEP162,5.419024,0.414591,5.992530972083404e-08,8.078549764612326e-07
CKAP4,5.4171896,0.23138301,6.054306398829089e-08,8.158824318981718e-07
NFATC3,5.416278,0.09350502,6.085257718710109e-08,8.197516296006945e-07
MAN2A2,5.4162054,0.25499701,6.087716742969168e-08,8.197811644937988e-07
PLB1,5.4128346,0.77250683,6.203478277950275e-08,8.347555457766837e-07
MAP2K5,5.41163,0.087708846,6.245363636222325e-08,8.400828902953816e-07
PAX8-AS1,5.410522,0.5063689,6.284129183087365e-08,8.446765047013611e-07
ARL8A,5.4082165,0.24689125,6.365553522304297e-08,8.553069914458868e-07
NUP50,5.4076037,0.17326495,6.387351939420037e-08,8.579209847145422e-07
AC103591.3,5.404947,0.25943306,6.482759819476384e-08,8.700971476078296e-07
STK39,5.404561,0.0931239,6.49672702583822e-08,8.716521476272166e-07
RALBP1,5.404037,0.24092786,6.515755191665017e-08,8.738847774647537e-07
TMEM260,5.389396,0.15501674,7.069486508306033e-08,9.465460427114235e-07
MKNK2,5.3893714,0.16895926,7.07045403342267e-08,9.465460427114235e-07
VPS35L,5.381567,0.15837501,7.384022704981666e-08,9.878019555008551e-07
QTRT2,5.3789263,0.21427424,7.493137208428115e-08,1.0016665995824596e-06
ZNF207,5.376492,0.096757844,7.595112515577146e-08,1.0145573473818947e-06
VCP,5.3746476,0.10390426,7.673254190902642e-08,1.0246215857031288e-06
SLAIN2,5.37238,0.1001078,7.770421949124678e-08,1.0372181391681706e-06
CACNA2D3,5.363391,0.57395244,8.167396642142575e-08,1.0898100054650396e-06
PCBP1,5.3629723,0.17938282,8.186349860435734e-08,1.0915431374929263e-06
IER5,5.3607926,0.26177254,8.285765295227929e-08,1.1043965607088035e-06
TMEM140,5.3599787,0.1565791,8.32317449928749e-08,1.1089789219090696e-06
ACVR2A,5.3580794,0.10606295,8.411120303614456e-08,1.1202889892015746e-06
SIDT2,5.3469405,0.30243334,8.945343251261296e-08,1.190576393961508e-06
TRIT1,5.346417,0.27828354,8.971251846707166e-08,1.1935906537307488e-06
RIT1,5.3454785,0.22408961,9.017859496833976e-08,1.1993556520480392e-06
NPC1,5.3453884,0.09880625,9.022344635953649e-08,1.1995162950255703e-06
NIPAL2,5.344385,0.39889607,9.072458762618521e-08,1.205740970118375e-06
SSBP4,5.3354907,0.25352505,9.528652970574784e-08,1.2659100812196285e-06
TRAPPC5,5.335419,0.25963816,9.532409647626941e-08,1.2659496571581775e-06
FAM111A,5.3318105,0.1879266,9.723835464114726e-08,1.2904354670850728e-06
ATF4,5.3315086,0.14408708,9.740021342285108e-08,1.292114973356206e-06
PTBP1,5.3269215,0.18496212,9.989143968080818e-08,1.3237243243147213e-06
ZFYVE26,5.325302,0.16489549,1.0078550119138309e-07,1.3350887184603013e-06
UBC,5.323526,0.09269677,1.0177496006048568e-07,1.347708145142488e-06
GNG10,5.3230996,0.39634597,1.0201394446482283e-07,1.350384224722235e-06
PIAS1,5.3224206,0.09670344,1.0239538298161377e-07,1.3549433884707324e-06
B3GNTL1,5.3208942,0.27498907,1.0325837830871055e-07,1.365869137866684e-06
FAM13B,5.318349,0.0891213,1.0471316929808082e-07,1.384612250534341e-06
BANP,5.310027,0.11482221,1.0960905992957786e-07,1.4477810185790253e-06
SLC4A8,5.3087387,0.4553101,1.1038649101314571e-07,1.457523794217946e-06
DLEU1,5.306424,0.06274801,1.1179664425955194e-07,1.4756108822732998e-06
VPS26C,5.3052764,0.15468374,1.1250234948842291e-07,1.4843902284159218e-06
CREG1,5.3044486,0.39628407,1.1301400123156948e-07,1.4906037690366394e-06
CERK,5.303332,0.12589209,1.1370792106340573e-07,1.4991688150549032e-06
AC096667.1,5.303272,0.61492467,1.1374530202473884e-07,1.4991688150549032e-06
HEG1,5.2985673,0.21861239,1.1671475175955334e-07,1.5371992188382194e-06
STX6,5.297272,0.24898818,1.1754540269884116e-07,1.5475824763238438e-06
PHACTR1,5.295976,0.2203135,1.1838226296801132e-07,1.5580399880949953e-06
C16orf72,5.2953167,0.12913354,1.1881035597295193e-07,1.5631120916484592e-06
DHX34,5.287619,0.28870806,1.2391870031647288e-07,1.6297335071085963e-06
EFCAB2,5.286123,0.24516672,1.2493611753085548e-07,1.6425240078113656e-06
AL360012.1,5.284107,0.48575404,1.2631917571352516e-07,1.658919321955771e-06
PTPRA,5.2827516,0.09421894,1.2725793294256382e-07,1.6706483513740238e-06
STOM,5.278662,0.25050938,1.3013032746287435e-07,1.7077447527675382e-06
SH3TC1,5.2718396,0.1856402,1.350631969067826e-07,1.7718451863746058e-06
UBE2D3,5.2715783,0.09734787,1.3525565367364188e-07,1.7737342099996295e-06
GOLIM4,5.267439,0.37413993,1.383400614374323e-07,1.8135331621316114e-06
PSMB10,5.2646875,0.26765954,1.4042784469310632e-07,1.8402433024032882e-06
PSMA7,5.261846,0.13216819,1.4261609197683058e-07,1.867581961518417e-06
CDC42BPA,5.2604747,0.6519104,1.4368387878401556e-07,1.8808918624369648e-06
AL035587.1,5.252047,0.2502717,1.5041811736528795e-07,1.9676388540696584e-06
PRKD2,5.249889,0.19733416,1.521907922595489e-07,1.9901161798827254e-06
SLC25A40,5.249478,0.24839388,1.5253098124258406e-07,1.993140465712181e-06
APOL3,5.2466116,0.19476414,1.5492216546351046e-07,2.0229419115697273e-06
PSMD12,5.246423,0.0930129,1.5508094999800652e-07,2.0242930994568607e-06
ESRRA,5.245928,0.46320027,1.5549791006712739e-07,2.029012123481971e-06
ABTB2,5.2454495,0.7842343,1.5590155387226715e-07,2.033554088837794e-06
C5orf56,5.2442327,0.09900337,1.5693426167204948e-07,2.0462953015527902e-06
MGST2,5.2349777,0.5756845,1.6500474190350823e-07,2.146938698332849e-06
AP002381.2,5.231221,0.5083595,1.683940386378504e-07,2.188703909156237e-06
NUCB1,5.231066,0.26125395,1.6853510011555563e-07,2.189759744170909e-06
BRD7,5.230527,0.09713036,1.6902746650831042e-07,2.1953776797979667e-06
